title,source,date,link
[교양교육원] 제4회 KU 자유정의진리 프레젠테이션 대회 개최 안내,교양교육원행정실,2022-05-03,https://portal.korea.ac.kr/front/Intro.kpd
[유튜브] 제3회 KU 자유정의진리 프레젠테이션 대회 수상작 공유,교양교육원행정실,2022-03-23,https://portal.korea.ac.kr/front/Intro.kpd
